"NumberObject";"LESHOS";"LESNICH";"KZAS";"KV";"ADMR";"AKT";"FIRMA";"EX";"VYDEL";"PL";"KZM_M1";"OZU";"POR_M3";"BON";"TL";"TUM";"GRV";"ZAPV";"XOZS";"VOZRR";"KLVOZR";"XMER1";"XMER1P";"SUX";"XMER2";"POR_M2";"GOD_R";"PNI_W";"PNI_C";"DM";"NE2A";"PTK2";"PTK1";"TIP_M3";"ZAXLO";"ZAXLL";"OPT";"PTG";"MAPINFO_ID";"XMER3";"EKS";"KRUT";"LFLAG"
8272;21;3;"131802";124;"522";"14";"1";"21";17;6,00;2310;0;0;;;;0;;;;;1881;0;;0;;;;;;;;;;;;;0;86532;0;;;1
8273;21;3;"131802";124;"522";"14";"1";"21";18;3,00;1101;0;100100;"1À";"ÊÈÑ";"Ñ2";4;"8";"1";"29";"4";0;0;;0;;;;;;;;;;;;;12;86533;0;;;1
8274;21;3;"131802";124;"522";"14";"1";"21";19;3,00;1101;0;304110;"1";"ÏÀÏ";"Ñ4";2;"2";"16";"37";"2";0;0;;0;;;;;;;;;;;;;30;86534;0;;;1
8275;21;3;"131802";124;"522";"14";"1";"21";20;32,00;1101;0;304110;"1";"ÏÀÏ";"Ñ4";5;"83";"16";"37";"6";0;0;;0;;;;;;;;;;"20";;;30;86535;0;;;1
8276;21;3;"131802";125;"556";"14";"1";"21";1;44,00;1108;403;100100;"1";"ÌØ";"À2";3;"119";"1";"29";"3";1435;10;"5";0;;;;;;;;;;;;;7;86536;0;;;1
8277;21;3;"131802";125;"556";"14";"1";"21";2;8,00;1108;0;100100;"1";"ÌØ";"À2";3;"22";"1";"29";"3";1435;10;;0;;;;;;;;;;;;;7;86537;0;;;1
8278;21;3;"131802";125;"556";"14";"1";"21";3;34,00;1108;403;100100;"1";"ÌØ";"À2";3;"71";"1";"29";"3";1605;5;"10";0;;;;;;;;;;"5";;;7;86538;0;;;1
8279;21;3;"131802";125;"556";"14";"1";"21";4;5,00;1108;0;100100;"1";"ÌØ";"À2";3;"9";"1";"29";"3";0;0;;0;;;;;;;;;;;;;7;86539;0;;;1
8280;21;3;"131802";125;"556";"14";"1";"21";5;10,00;1108;0;100100;"1";"ÌØ";"À2";3;"26";"1";"29";"3";1435;10;;1470;;;;;;;;;;;;;7;86540;0;;;1
8281;21;3;"131802";125;"556";"14";"1";"21";6;65,00;1108;403;100100;"1";"ÌØ";"À2";4;"208";"1";"29";"4";1435;10;"10";1470;;;;;;;;;;;;;7;86541;0;;;1
8282;21;3;"131802";125;"556";"14";"1";"21";7;7,00;1108;0;100100;"1";"ÌØ";"À2";4;"20";"1";"29";"4";0;0;;0;;;;;;;;;;;;;7;86542;0;;;1
8283;21;3;"131802";125;"556";"14";"1";"21";8;38,00;1101;403;100100;"1";"ÎÐ";"Â2";5;"152";"1";"29";"5";1554;20;;3275;;;;;;;;;;;;;12;86543;0;;;1
8284;21;3;"131802";125;"556";"14";"1";"21";9;5,00;1108;403;100100;"1";"ÌØ";"À2";3;"15";"1";"29";"3";1435;10;;1470;;;;;;;;;;;;;7;86544;0;;;1
8285;21;3;"131802";125;"556";"14";"1";"21";10;10,00;1108;0;100100;"1";"ÌØ";"À2";3;"29";"1";"29";"3";1435;10;;1470;;;;;;;;;;;;;7;86545;0;;;1
8286;21;3;"131802";125;"556";"14";"1";"21";11;22,00;1101;0;100100;"1";"ÌØ";"À2";5;"84";"1";"29";"5";0;0;;0;;;;;;;;;;;;;7;86546;0;;;1
8287;21;3;"131802";125;"556";"14";"1";"21";12;3,00;1101;0;100100;"1";"ÌØ";"À2";5;"11";"1";"29";"5";0;0;;0;"100100";;;;;;;;;;;;7;86547;0;;;1
8288;21;3;"131802";125;"556";"14";"1";"21";13;2,00;1101;403;100200;"2";"ÎÐ";"Ñ2";1;;"3";"29";"1";0;0;;0;;;;;;;;;;;;;12;86548;0;;;1
8289;21;3;"131802";125;"556";"14";"1";"21";14;2,00;2305;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;86549;0;;;1
8290;21;3;"131802";125;"556";"14";"1";"21";15;1,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;86550;0;;;1
8291;21;3;"131802";126;"556";"14";"1";"21";1;18,00;1101;0;100200;"1";"×ÅÐ";"Ñ3";4;"61";"3";"29";"4";0;0;;0;;;;;;;;;;;;;12;86551;0;;;1
8292;21;3;"131802";126;"556";"14";"1";"21";2;24,00;1108;0;100100;"2";"×ÅÐ";"Â3";1;"5";"1";"29";"1";0;0;;0;;;;;;;;;;;;;13;86552;0;;;1
8293;21;3;"131802";126;"556";"14";"1";"21";3;18,00;1101;0;100100;"1";"ÎÐ";"Â2";3;"40";"1";"29";"3";0;0;;0;;;;;;;;;;;;;12;86553;0;;;1
8294;21;3;"131802";126;"556";"14";"1";"21";4;12,00;1108;0;100100;"1";"ÌØ";"À2";3;"22";"1";"29";"3";1605;5;"10";0;;;;;;;;;;;;;7;86554;0;;;1
8295;21;3;"131802";126;"556";"14";"1";"21";5;32,00;1108;0;100100;"1";"ÌØ";"À2";3;"99";"1";"29";"3";1435;15;"5";1470;;;;;;;;;;"5";;;7;86555;0;;;1
8296;21;3;"131802";126;"556";"14";"1";"21";6;8,00;1101;0;100200;"1";"ÎÐ";"Ñ2";4;"26";"3";"29";"4";0;0;;0;;;;;;;;;;;;;12;86556;0;;;1
8297;21;3;"131802";126;"556";"14";"1";"21";7;11,00;1108;0;100100;"1À";"ÎÐ";"Â2";3;"33";"1";"29";"3";1435;10;;1470;;;;;;;;;;;;;12;86557;0;;;1
8298;21;3;"131802";126;"556";"14";"1";"21";8;12,00;1108;0;100200;"2";"×ÅÐ";"Ñ3";1;"4";"3";"29";"1";0;0;;0;;;;;;;;;;;;;12;86558;0;;;1
8299;21;3;"131802";126;"556";"14";"1";"21";9;10,00;1108;0;100200;"2";"ÎÐ";"Ñ2";2;"9";"3";"29";"2";0;0;;0;;;;;;;;;;;;;12;86559;0;;;1
8300;21;3;"131802";126;"556";"14";"1";"21";10;17,00;1108;0;100100;"1";"ÌØ";"À2";3;"32";"1";"29";"3";0;0;;0;;;;;;;;;;;;;7;86560;0;;;1
8301;21;3;"131802";126;"556";"14";"1";"21";11;12,00;1108;0;100100;"1";"ÌØ";"À2";1;"2";"1";"29";"1";0;0;;0;;;;;;;;;;;;;7;86561;0;;;1
8302;21;3;"131802";126;"556";"14";"1";"21";12;13,00;1108;0;100100;"1";"ÌØ";"À2";1;"1";"1";"29";"1";0;0;;0;;;;;;;;;;;;;7;86562;0;;;1
8303;21;3;"131802";126;"556";"14";"1";"21";13;23,00;1101;0;100100;"1";"ÌØ";"À2";5;"87";"1";"29";"5";0;0;;0;"100100";;;;;;;;;;;;7;86563;0;;;1
8304;21;3;"131802";126;"556";"14";"1";"21";14;45,00;1101;0;100100;"1";"ÎÐ";"Â2";5;"153";"1";"29";"5";0;0;;0;"100100";;;;;;;;;;;;12;86564;0;;;1
8305;21;3;"131802";126;"556";"14";"1";"21";15;7,00;1108;0;100100;"1";"ÎÐ";"Â2";1;"1";"1";"29";"1";0;0;;0;;;;;;;;;;;;;12;86565;0;;;1
8306;21;3;"131802";126;"556";"14";"1";"21";16;6,00;1101;0;100100;"1";"ÎÐ";"Â2";3;"17";"1";"29";"3";0;0;;0;;;;;;;;;;;;;12;86566;0;;;1
8307;21;3;"131802";126;"556";"14";"1";"21";17;4,00;2305;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;86567;0;;;1
8308;21;3;"131802";126;"556";"14";"1";"21";18;4,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;86568;0;;;1
8309;21;3;"131802";127;"556";"14";"1";"21";1;22,00;1108;0;100100;"2";"×ÅÐ";"Â3";1;"3";"1";"29";"1";0;0;;0;;;;;;;;;;;;;12;86569;0;;;1
8310;21;3;"131802";127;"556";"14";"1";"21";2;10,00;1101;0;302600;"1";"ÊÈÑ";"Ñ2";5;"29";"14";"35";"7";0;0;;0;"100200";;;;;;;;;"10";;;18;86570;0;;;1
8311;21;3;"131802";127;"556";"14";"1";"21";3;26,00;1101;0;302600;"2";"ÏÀÏ";"Ñ4";4;"57";"14";"35";"6";0;0;;0;;;;;;;;;;;;;32;86571;0;;;1
8312;21;3;"131802";127;"556";"14";"1";"21";4;14,00;1101;0;302600;"2";"ÎÑ-ÒÐ";"Ñ5";3;"15";"14";"35";"4";0;0;;0;;;;;;;;;;;;;32;86572;0;;;1
8313;21;3;"131802";127;"556";"14";"1";"21";5;69,00;1101;0;302600;"2";"ÏÀÏ";"Ñ4";5;"173";"14";"35";"7";0;0;;0;;;;;;;;;;;;;32;86573;0;;;1
8314;21;3;"131802";127;"556";"14";"1";"21";6;7,00;1101;0;100100;"2";"×ÅÐ";"Â3";4;"19";"1";"29";"4";0;0;;0;;;;;;;;;;;;;12;86574;0;;;1
8315;21;3;"131802";127;"556";"14";"1";"21";7;17,00;1101;0;100100;"1";"×ÅÐ";"Â3";5;"56";"1";"29";"5";0;0;;0;;;;;;;;;;;;;12;86575;0;;;1
8316;21;3;"131802";127;"556";"14";"1";"21";8;75,00;1103;0;302600;"1";"ÊÈÑ";"Ñ2";3;"135";"14";"35";"3";1431;35;;1470;"100200";;;;;;;;;;;;18;86576;0;;;1
8317;21;3;"131802";127;"556";"14";"1";"21";9;20,00;1108;0;100200;"1";"ÊÈÑ";"Ä2";1;"4";"3";"29";"1";0;0;;0;;;;;;;;;;;;;12;86577;0;;;1
8318;21;3;"131802";127;"556";"14";"1";"21";10;9,00;1101;0;304110;"1";"ÏÀÏ";"Ñ4";3;"13";"16";"37";"3";0;0;;0;;;;;;;;;;;;;31;86578;0;;;1
8319;21;3;"131802";127;"556";"14";"1";"21";11;1,00;2305;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;86579;0;;;1
8320;21;3;"131802";127;"556";"14";"1";"21";12;4,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;86580;0;;;1
8321;21;3;"131802";128;"556";"14";"1";"21";1;77,00;1101;0;302600;"2";"ÏÀÏ";"Ñ4";5;"223";"14";"35";"7";0;0;;0;;;;;;;;;;;;;32;86581;0;;;1
8322;21;3;"131802";128;"556";"14";"1";"21";2;14,00;1101;0;302600;"1";"ÏÀÏ";"Ñ4";3;"17";"14";"35";"3";0;0;;0;;;;;;;;;;;;;31;86582;0;;;1
8323;21;3;"131802";128;"556";"14";"1";"21";3;21,00;1108;0;100200;"2";"ÎÐ";"Ñ2";2;"21";"3";"29";"2";0;0;;0;;;;;;;;;;;;;9;86583;0;;;1
8324;21;3;"131802";128;"556";"14";"1";"21";4;8,00;1101;0;302600;"1";"×ÅÐ";"Â3";5;"33";"14";"35";"7";0;0;;0;"100200";;;;;;;;;"10";;;18;86584;0;;;1
8325;21;3;"131802";128;"556";"14";"1";"21";5;31,00;1201;0;100200;"2";"ÎÐ";"Ñ2";0;;"3";"29";;1414;0;;0;;;;;;;;;;;;;12;86585;0;;;1
8326;21;3;"131802";128;"556";"14";"1";"21";6;14,00;1101;0;302600;"1À";"ÊÈÑ";"Ñ2";6;"61";"14";"35";"8";1211;0;;3211;"100200";;;;;;;;;;;;18;86586;0;;;1
8327;21;3;"131802";128;"556";"14";"1";"21";7;35,00;1101;0;304110;"2";"ÎÑ";"Ñ5";6;"91";"16";"37";"7";1211;0;;3285;;;;;;;;;;;;;32;86587;0;;;1
8328;21;3;"131802";128;"556";"14";"1";"21";8;11,00;1101;0;304000;"1";"ÏÀÏ";"Ñ4";7;"25";"15";"43";"7";1211;0;;3285;;;;;;;;;;;;;31;86588;0;;;1
8329;21;3;"131802";128;"556";"14";"1";"21";9;22,00;1101;0;100100;"1";"×ÅÐ";"Â3";5;"75";"1";"29";"5";0;0;;0;;;;;;;;;;;;;12;86589;0;;;1
8330;21;3;"131802";128;"556";"14";"1";"21";10;5,00;1101;0;302600;"2";"ÏÀÏ";"Ñ4";2;"3";"14";"35";"2";0;0;;0;;;;;;;;;;;;;31;86590;0;;;1
8331;21;3;"131802";128;"556";"14";"1";"21";11;23,00;1108;0;100200;"2";"×ÅÐ";"Ñ3";1;"5";"3";"29";"1";0;0;;0;;;;;;;;;;;;;12;86591;0;;;1
8332;21;3;"131802";128;"556";"14";"1";"21";12;4,00;2305;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;86592;0;;;1
8333;21;3;"131802";128;"556";"14";"1";"21";13;2,00;1108;613;100200;"2";"ÎÐ";"Ñ2";2;"2";"3";"29";"2";0;0;;0;;;;;;;;;;;;;9;86593;0;;;1
8334;21;3;"131802";128;"556";"14";"1";"21";14;4,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;86594;0;;;1
8335;21;3;"131802";129;"556";"14";"1";"21";1;1,00;1108;613;100100;"1À";"ÎÐ";"Â2";4;"4";"1";"29";"4";0;0;;0;;;;;;;;;;;;;9;86595;0;;;1
8336;21;3;"131802";129;"556";"14";"1";"21";2;43,00;1108;0;100100;"1À";"ÎÐ";"Â2";3;"146";"1";"29";"3";0;0;;0;;;;;;;;;;;;;9;86596;0;;;1
8337;21;3;"131802";129;"556";"14";"1";"21";3;41,00;1101;0;302600;"2";"ÎÐ";"Â2";2;"16";"14";"35";"2";0;0;;0;"100200";;;;;;;;;;;;12;86597;0;;;1
8338;21;3;"131802";129;"556";"14";"1";"21";4;14,00;1101;0;304110;"1";"ÊÐ";"Ä4";1;"3";"16";"37";"1";0;0;;0;;;;;;;;;;;;;41;86598;0;;;1
8339;21;3;"131802";129;"556";"14";"1";"21";5;10,00;1101;0;100100;"1";"×ÅÐ";"Â3";5;"31";"1";"29";"5";0;0;;0;;;;;;;;;;;;;12;86599;0;;;1
8340;21;3;"131802";129;"556";"14";"1";"21";6;46,00;1101;0;100100;"1";"×ÅÐ";"Â3";4;"156";"1";"29";"4";0;0;;0;;;;;;;;;;;;;12;86600;0;;;1
8341;21;3;"131802";129;"556";"14";"1";"21";7;19,00;1101;0;302600;"1";"ÊÐ";"Ä4";5;"61";"14";"35";"7";0;0;;0;;;;;;;;;;;;;41;86601;0;;;1
8342;21;3;"131802";129;"556";"14";"1";"21";8;33,00;1101;0;304110;"1";"ÊÐ";"Ä4";6;"96";"16";"37";"7";1211;0;;3285;;;;;;;;;;;;;41;86602;0;;;1
8343;21;3;"131802";129;"556";"14";"1";"21";9;9,00;1108;0;100200;"2";"×ÅÐ";"Ñ3";1;"3";"3";"29";"1";0;0;;0;;;;;;;;;;;;;12;86603;0;;;1
8344;21;3;"131802";129;"556";"14";"1";"21";10;1,00;2305;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;86604;0;;;1
8345;21;3;"131802";129;"556";"14";"1";"21";11;19,00;1108;613;100100;"1À";"ÎÐ";"Â2";3;"65";"1";"29";"3";0;0;;0;;;;;;;;;;;;;9;86605;0;;;1
8346;21;3;"131802";129;"556";"14";"1";"21";12;22,00;1101;613;302600;"2";"ÎÐ";"Â2";2;"9";"14";"35";"2";0;0;;0;"100200";;;;;;;;;;;;12;86606;0;;;1
8347;21;3;"131802";129;"556";"14";"1";"21";13;1,00;2305;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;86607;0;;;1
8348;21;3;"131802";129;"556";"14";"1";"21";14;4,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;86608;0;;;1
8349;21;3;"131802";130;"556";"14";"1";"21";1;27,00;1101;503;304110;"1À";"ÊÐ";"Ä4";3;"70";"16";"37";"4";0;0;;0;;;;;;;;;;;;"21";41;86609;0;;;1
8350;21;3;"131802";130;"556";"14";"1";"21";2;9,00;1101;503;100200;"1";"ÏÀÏ";"Ñ4";2;"18";"3";"29";"2";0;0;;0;"304110";;;;;;;;;;;"21";41;86610;0;;;1
8351;21;3;"131802";130;"556";"14";"1";"21";3;65,00;2507;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;"21";0;86611;0;;;1
8352;21;3;"131802";130;"556";"14";"1";"21";4;76,00;1101;503;302600;"1";"ÏÀÏ";"Ñ4";5;"175";"14";"35";"7";0;0;;0;;;;;;;;;;;;"21";41;86612;0;;;1
8353;21;3;"131802";130;"556";"14";"1";"21";5;4,00;1101;503;302600;"2";"ÏÀÏ";"Ñ4";2;"2";"14";"35";"2";0;0;;0;;;;;;;;;;;;"21";41;86613;0;;;1
8354;21;3;"131802";130;"556";"14";"1";"21";6;4,00;1101;503;304110;"1";"ÊÐ";"Ä4";5;"11";"16";"37";"6";0;0;;0;;;;;;;;;;;;"21";41;86614;0;;;1
8355;21;3;"131802";130;"556";"14";"1";"21";7;24,00;1101;503;302600;"1";"ÊÐ";"Ä4";3;"24";"14";"35";"3";0;0;;0;;;;;;;;;;;;"21";32;86615;0;;;1
8356;21;3;"131802";130;"556";"14";"1";"21";8;19,00;1103;503;302600;"1À";"ÊÈÑ";"Ñ2";3;"29";"14";"35";"3";1431;35;;1470;"100200";;;;;;;;;;;"21";23;86616;0;;;1
8357;21;3;"131802";130;"556";"14";"1";"21";9;57,00;1101;503;202000;"2";"ÊÈÑ";"Ä2";6;"188";"6";"25";"8";0;0;;0;;;;;;;;;;;;"21";23;86617;0;;;1
8358;21;3;"131802";130;"556";"14";"1";"21";10;2,00;1101;613;304110;"1À";"ÊÐ";"Ä4";3;"5";"16";"37";"4";0;0;;0;;;;;;;;;;;;"21";41;86618;0;;;1
8359;21;3;"131802";130;"556";"14";"1";"21";11;3,00;2113;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;"21";0;86619;0;;;1
8360;21;3;"131802";130;"556";"14";"1";"21";12;4,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;"21";0;86620;0;;;1
8361;21;3;"131802";130;"556";"14";"1";"21";13;3,00;1108;393;100200;"1";"ÊÈÑ";"Ä2";2;"2";"3";"29";"2";0;0;;0;;;;;;;;;;;;"21";23;86621;0;;;1
8362;21;3;"131802";131;"556";"14";"1";"21";1;34,00;1101;503;100200;"1";"ÊÈÑ";"Ä2";6;"119";"3";"29";"7";0;0;;0;;;;;;;;;;;;"21";12;86622;0;;;1
8363;21;3;"131802";131;"556";"14";"1";"21";2;55,00;1101;503;304110;"1";"ÊÐ";"Ä4";4;"165";"16";"37";"5";0;0;;0;;;;;;;;;;;;"21";41;86623;0;;;1
8364;21;3;"131802";131;"556";"14";"1";"21";3;23,00;2507;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;"21";0;86624;0;;;1
8365;21;3;"131802";131;"556";"14";"1";"21";4;104,00;1101;503;202000;"2";"ÊÈÑ";"Ä2";6;"322";"6";"25";"8";0;0;"5";0;;;;;;;;;;;;"21";23;86625;0;;;1
8366;21;3;"131802";131;"556";"14";"1";"21";5;3,00;2113;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;"21";0;86626;0;;;1
8367;21;3;"131802";131;"556";"14";"1";"21";6;4,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;"21";0;86627;0;;;1
8368;21;3;"131802";132;"556";"14";"1";"21";1;208,00;2507;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;"21";0;86628;0;;;1
8369;21;3;"131802";132;"556";"14";"1";"21";2;19,00;1101;503;304110;"1";"ÏÀÏ";"Ñ4";4;"51";"16";"37";"5";0;0;;0;;;;;;;;;;;;"21";42;86629;0;;;1
8370;21;3;"131802";132;"556";"14";"1";"21";3;16,00;1101;503;304110;"1";"ÏÀÏ";"Ñ4";6;"43";"16";"37";"7";0;0;;0;;;;;;;;;;;;"21";42;86630;0;;;1
8371;21;3;"131802";132;"556";"14";"1";"21";4;5,00;1101;503;304110;"2";"ÎÑ";"Ñ5";4;"10";"16";"37";"5";0;0;;0;;;;;;;;;;;;"21";42;86631;0;;;1
8372;21;3;"131802";132;"556";"14";"1";"21";5;4,00;2507;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;"21";0;86632;0;;;1
8373;21;3;"131802";132;"556";"14";"1";"21";6;2,00;1101;503;302600;"1";"ÏÀÏ";"Ñ4";3;"3";"14";"35";"4";0;0;;0;;;;;;;;;;;;"21";41;86633;0;;;1
8374;21;3;"131802";132;"556";"14";"1";"21";7;2,00;1101;503;100200;"1";"ÊÈÑ";"Ä2";3;"6";"3";"29";"3";0;0;;0;;;;;;;;;;;;"21";12;86634;0;;;1
8375;21;3;"131802";132;"556";"14";"1";"21";8;8,00;1101;503;302600;"1À";"ÊÈÑ";"Ñ2";5;"24";"14";"35";"7";0;0;;0;"100200";;;;;;;;;;;"21";12;86635;0;;;1
8376;21;3;"131802";132;"556";"14";"1";"21";9;3,00;2113;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;"21";0;86636;0;;;1
8377;21;3;"131802";132;"556";"14";"1";"21";10;4,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;"21";0;86637;0;;;1
8378;21;3;"131802";133;"556";"14";"1";"21";1;11,00;1101;503;304110;"1";"ÊÐ";"Ä4";3;"19";"16";"37";"3";0;0;;0;;;;;;;;;;;;"21";41;86638;0;;;1
8379;21;3;"131802";133;"556";"14";"1";"21";2;29,00;1101;503;302600;"1À";"ÊÈÑ";"Ñ2";4;"84";"14";"35";"6";0;0;;0;"100100";;;;;;;;;;;"21";12;86639;0;;;1
8380;21;3;"131802";133;"556";"14";"1";"21";3;3,00;1101;503;100100;"1";"ÊÈÑ";"Ñ2";3;"7";"1";"29";"3";0;0;;0;;;;;;;;;;;;"21";12;86640;0;;;1
8381;21;3;"131802";133;"556";"14";"1";"21";4;5,00;1101;503;304110;"1";"ÏÀÏ";"Ñ4";3;"7";"16";"37";"4";0;0;;0;;;;;;;;;;;;"21";41;86641;0;;;1
8382;21;3;"131802";133;"556";"14";"1";"21";5;34,00;2507;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;"21";0;86642;0;;;1
8383;21;3;"131802";133;"556";"14";"1";"21";6;24,00;1101;503;304110;"1";"ÊÐ";"Ä4";3;"29";"16";"37";"4";0;0;;0;;;;;;;;;;;;"21";41;86643;0;;;1
8384;21;3;"131802";133;"556";"14";"1";"21";7;9,00;1510;503;304110;"1";"ÊÐ";"Ä4";0;;"16";"37";;3285;0;;0;"304110";;;;;;;;;;;"21";41;86644;0;;;1
8385;21;3;"131802";133;"556";"14";"1";"21";8;23,00;1101;503;302600;"1";"ÊÈÑ";"Ñ2";3;"32";"14";"35";"4";0;0;;0;"100200";;;;;;;;;;;"21";23;86645;0;;;1
8386;21;3;"131802";133;"556";"14";"1";"21";9;9,00;1510;503;304110;"1";"ÊÐ";"Ä4";0;;"16";"37";;3285;0;;0;"304110";;;;;;;;;;;"21";41;86646;0;;;1
8387;21;3;"131802";133;"556";"14";"1";"21";10;16,00;1101;503;302600;"1";"ÊÐ";"Ä4";3;"24";"14";"35";"4";0;0;;0;;;;;;;;;;;;"21";41;86647;0;;;1
8388;21;3;"131802";133;"556";"14";"1";"21";11;15,00;1108;503;100200;"1";"ÏÐ-ÒÐ";"Ñ4";1;"14";"3";"29";"1";0;0;;0;;;;;;;;;;;;"21";41;86648;0;;;1
8389;21;3;"131802";133;"556";"14";"1";"21";12;65,00;2507;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;"21";0;86649;0;;;1
8390;21;3;"131802";133;"556";"14";"1";"21";13;14,00;1108;503;100200;"2";"ÏÐ-ÒÐ";"Ñ4";1;"6";"3";"29";"1";0;0;;0;;;;;;;;;;;;"21";41;86650;0;;;1
8391;21;3;"131802";133;"556";"14";"1";"21";14;2,00;1101;503;304110;"1";"ÏÀÏ";"Ñ4";4;"5";"16";"37";"5";0;0;;0;;;;;;;;;;;;"21";41;86651;0;;;1
8392;21;3;"131802";133;"556";"14";"1";"21";15;8,00;2113;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;"21";0;86652;0;;;1
8393;21;3;"131802";133;"556";"14";"1";"21";16;2,00;2305;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;"21";0;86653;0;;;1
8394;21;3;"131802";133;"556";"14";"1";"21";17;4,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;"21";0;86654;0;;;1
8395;21;3;"131802";134;"522";"14";"1";"21";1;26,00;2507;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;86655;0;;;1
8396;21;3;"131802";134;"522";"14";"1";"21";2;9,00;1101;0;304110;"1";"ÊÐ";"Ä4";5;"23";"16";"37";"6";0;0;;0;;;;;;;;;;;;;41;86656;0;;;1
8397;21;3;"131802";134;"522";"14";"1";"21";3;15,00;1101;0;100200;"1";"ÊÈÑ";"Ä2";4;"57";"3";"29";"4";0;0;;0;;;;;;;;;;;;;12;86657;0;;;1
8398;21;3;"131802";134;"522";"14";"1";"21";4;7,00;1101;0;302600;"2";"ÎÑ-ÒÐ";"Ñ5";3;"5";"14";"35";"3";0;0;;0;;;;;;;;;;;;;41;86658;0;;;1
8399;21;3;"131802";134;"522";"14";"1";"21";6;77,00;1101;0;100200;"1";"ÊÈÑ";"Ä2";3;"246";"3";"29";"3";1435;15;;1470;;;;;;;;;;;;;12;86659;0;;;1
8400;21;3;"131802";134;"522";"14";"1";"21";7;55,00;1101;0;304110;"1";"ÏÀÏ";"Ñ4";4;"165";"16";"37";"5";0;0;;0;;;;;;;;;;;;;41;86660;0;;;1
8401;21;3;"131802";134;"522";"14";"1";"21";8;10,00;1101;0;100100;"1";"ÎÐ";"Â2";4;"30";"1";"29";"4";1621;0;;0;;;;;;;;;;"10";"7";;8;86661;0;;;1
8402;21;3;"131802";134;"522";"14";"1";"21";9;13,00;1101;0;100200;"1";"ÊÈÑ";"Ä2";3;"40";"3";"29";"3";0;0;;0;;;;;;;;;;;;;12;86662;0;;;1
8403;21;3;"131802";134;"522";"14";"1";"21";16;2,00;2113;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;86663;0;;;1
8404;21;3;"131802";134;"522";"14";"1";"21";17;1,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;86664;0;;;1
8405;21;3;"131802";134;"556";"14";"1";"21";5;10,00;1101;0;302600;"2";"ÎÑ-ÒÐ";"Ñ5";3;"7";"14";"35";"3";0;0;;0;;;;;;;;;;;;;41;86665;0;;;1
8406;21;3;"131802";134;"556";"14";"1";"21";10;17,00;1101;0;304110;"1";"ÏÀÏ";"Ñ4";4;"44";"16";"37";"5";0;0;;0;;;;;;;;;;;;;41;86666;0;;;1
8407;21;3;"131802";134;"556";"14";"1";"21";11;2,00;1108;0;100200;"1";"ÏÐ-ÒÐ";"Ñ4";1;"1";"3";"29";"1";0;0;;0;;;;;;;;;;;;;41;86667;0;;;1
8408;21;3;"131802";134;"556";"14";"1";"21";12;10,00;2507;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;86668;0;;;1
8409;21;3;"131802";134;"556";"14";"1";"21";13;7,00;1108;0;100200;"2";"ÏÐ-ÒÐ";"Ñ4";1;"3";"3";"29";"1";0;0;;0;;;;;;;;;;;;;41;86669;0;;;1
8410;21;3;"131802";134;"556";"14";"1";"21";14;1,00;2113;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;86670;0;;;1
8411;21;3;"131802";134;"556";"14";"1";"21";15;3,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;86671;0;;;1
8412;21;3;"131802";135;"522";"14";"1";"21";1;21,00;1101;0;304110;"1";"ÏÀÏ";"Ñ4";5;"63";"16";"37";"6";0;0;;0;;;;;;;;;;;;;41;86672;0;;;1
